"search-number","evaluation","evals-requested-so-far","number_of_agents*","number_of_opinion_dimensions*","model*","boundary_mean*","set-seed?*","avoid_seed_control?*","boundary_distribution*","conformity_mean*","conformity_distribution*","boundary_std*","network_type*","scale_free_degree*","scale_free_selection-mu*","scale_free_selection-sigma*","scale_free_selection-distribution*","media_house_distribution*","number_of_media_houses*","media_house_distribution_normal_mean*","media_house_distribution_normal_std*","opinion_distribution*","opinion_mean*","opinion_std*","save_end_sim_data*","endsimdirectory*","use_media_influence_factor?*","media_influence_factor*","silence_alpha*","silence_tau*","silence_delta0*","classify_proponents_by_boundary?*","use_silence?*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","858","867","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.10000000000000009","0.5","""normal""","-0.19999999999999996","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","6","0.8","true","true","""-1511242210""","289.99935104153224","289.99935104153224","289.99935104153224","0","289.99935104153224"
"1","859","870","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.5","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","9","0.8","false","true","""-343755498""","8.997307550829582","8.997307550829582","8.997307550829582","0","8.997307550829582"
"1","860","870","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.5","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","9","0.8","false","true","""1535993500""","1.9921776474052926","1.9921776474052926","1.9921776474052926","0","1.9921776474052926"
"1","861","870","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.5","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","9","0.8","false","true","""679937429""","1.9993379071805968","1.9993379071805968","1.9993379071805968","0","1.9993379071805968"
"1","862","873","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.8","false","true","""1378387290""","210.99989340034318","210.99989340034318","210.99989340034318","0","210.99989340034318"
"1","863","873","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.8","false","true","""398565862""","184.99991699702093","184.99991699702093","184.99991699702093","0","184.99991699702093"
"1","864","873","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.8","false","true","""216994543""","154.99992047649658","154.99992047649658","154.99992047649658","0","154.99992047649658"
"1","865","876","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.30000000000000004","""normal""","-0.09999999999999998","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","3","1","false","true","""192529241""","74.99929474350445","74.99929474350445","74.99929474350445","0","74.99929474350445"
"1","866","876","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.30000000000000004","""normal""","-0.09999999999999998","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","3","1","false","true","""-301885795""","82.9994078947705","82.9994078947705","82.9994078947705","0","82.9994078947705"
"1","867","876","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","20","-0.09999999999999998","0.30000000000000004","""normal""","-0.09999999999999998","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","3","1","false","true","""86085594""","129.99993363931932","129.99993363931932","129.99993363931932","0","129.99993363931932"
"1","868","879","1000","1","""HK""","0.060000000000000005","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.5","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.9","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.5","0.6000000000000001","9","-0.6","true","true","""-519393475""","0.7979069026583404","0.7979069026583404","0.7979069026583404","0","0.7979069026583404"
"1","869","879","1000","1","""HK""","0.060000000000000005","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.5","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.9","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.5","0.6000000000000001","9","-0.6","true","true","""1266768540""","0.7979069026583404","0.7979069026583404","0.7979069026583404","0","0.7979069026583404"
"1","870","879","1000","1","""HK""","0.060000000000000005","false","true","""normal""","1","""constant""","0","""Scale-free""","5","-0.09999999999999998","0.5","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.9","""normal""","0.10000000000000009","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.5","0.6000000000000001","9","-0.6","true","true","""-1101794002""","0.7979069026583404","0.7979069026583404","0.7979069026583404","0","0.7979069026583404"
"1","871","882","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1027070162""","200.9999695898477","200.9999695898477","200.9999695898477","0","200.9999695898477"
"1","872","882","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-270593267""","183.99971375283167","183.99971375283167","183.99971375283167","0","183.99971375283167"
"1","873","882","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""268248022""","212.99993609061514","212.99993609061514","212.99993609061514","0","212.99993609061514"
"1","874","885","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.8","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","true","""1774724229""","9.99730627491567","9.99730627491567","9.99730627491567","0","9.99730627491567"
"1","875","885","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.8","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","true","""-166537031""","51.999873810530616","51.999873810530616","51.999873810530616","0","51.999873810530616"
"1","876","885","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","0.20000000000000018","0.5","""normal""","-0.8","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","false","true","""1613829010""","39.99902391613648","39.99902391613648","39.99902391613648","0","39.99902391613648"
"1","877","888","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.9000000000000001","true","true","""-1155279924""","133.99986016951368","133.99986016951368","133.99986016951368","0","133.99986016951368"
"1","878","888","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.9000000000000001","true","true","""1340532882""","208.99992948436807","208.99992948436807","208.99992948436807","0","208.99992948436807"
"1","879","888","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.9000000000000001","true","true","""-807056290""","214.9999824764423","214.9999824764423","214.9999824764423","0","214.9999824764423"
"1","880","891","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","false","true","""-419522932""","251.99948171559842","251.99948171559842","251.99948171559842","0","251.99948171559842"
"1","881","891","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","false","true","""1656021361""","302.9998593782429","302.9998593782429","302.9998593782429","0","302.9998593782429"
"1","882","891","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.19999999999999996","1","""uniform""","""deterministic-normal""","30","-0.09999999999999998","1","""normal""","0","0.5","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","2","1","false","true","""-1829282304""","262.99993059036586","262.99993059036586","262.99993059036586","0","262.99993059036586"
"1","883","894","1000","1","""HK""","0.02","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","false","""204410902""","341.9998741089874","341.9998741089874","341.9998741089874","0","341.9998741089874"
"1","884","894","1000","1","""HK""","0.02","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","false","""2042628781""","218.99990766498564","218.99990766498564","218.99990766498564","0","218.99990766498564"
"1","885","894","1000","1","""HK""","0.02","false","true","""normal""","1","""constant""","0.1","""Scale-free""","4","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","false","false","""-837735989""","157.99997678258217","157.99997678258217","157.99997678258217","0","157.99997678258217"
"1","886","897","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.7000000000000001","2","1","true","false","""1077896095""","146.99998361092813","146.99998361092813","146.99998361092813","0","146.99998361092813"
"1","887","897","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.7000000000000001","2","1","true","false","""-1101295154""","160.99994768553532","160.99994768553532","160.99994768553532","0","160.99994768553532"
"1","888","897","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","5","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.7000000000000001","2","1","true","false","""-285416900""","146.99973088960832","146.99973088960832","146.99973088960832","0","146.99973088960832"
"1","889","900","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","false","true","""458508607""","213.9998548692422","213.9998548692422","213.9998548692422","0","213.9998548692422"
"1","890","900","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","false","true","""-1455729640""","137.99991964230043","137.99991964230043","137.99991964230043","0","137.99991964230043"
"1","891","900","1000","1","""HK""","0.05","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","false","true","""1221358981""","206.99982349857888","206.99982349857888","206.99982349857888","0","206.99982349857888"
"1","892","903","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.8","""uniform""","""deterministic-normal""","10","0","0.4","""normal""","-0.3999999999999999","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-1107458320""","32.9997800276078","32.9997800276078","32.9997800276078","0","32.9997800276078"
"1","893","903","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.8","""uniform""","""deterministic-normal""","10","0","0.4","""normal""","-0.3999999999999999","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1308537181""","18.999841703532688","18.999841703532688","18.999841703532688","0","18.999841703532688"
"1","894","903","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0","""Scale-free""","3","0.20000000000000018","0.8","""uniform""","""deterministic-normal""","10","0","0.4","""normal""","-0.3999999999999999","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1532164863""","18.999556772612877","18.999556772612877","18.999556772612877","0","18.999556772612877"
"1","895","906","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.2","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""1066687117""","9.999706588962903","9.999706588962903","9.999706588962903","0","9.999706588962903"
"1","896","906","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.2","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-379512670""","34.999357712284194","34.999357712284194","34.999357712284194","0","34.999357712284194"
"1","897","906","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.2","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.3999999999999999","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.8","2","1","true","false","""-1157523935""","25.998469980926735","25.998469980926735","25.998469980926735","0","25.998469980926735"
"1","898","909","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0","0.9000000000000001","""uniform""","""deterministic-normal""","15","0.10000000000000009","0.4","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","1","true","false","""310522763""","104.99983465403629","104.99983465403629","104.99983465403629","0","104.99983465403629"
"1","899","909","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0","0.9000000000000001","""uniform""","""deterministic-normal""","15","0.10000000000000009","0.4","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","1","true","false","""1483365958""","140.9997996675253","140.9997996675253","140.9997996675253","0","140.9997996675253"
"1","900","909","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0","0.9000000000000001","""uniform""","""deterministic-normal""","15","0.10000000000000009","0.4","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","1","true","false","""-849748509""","92.99964880565912","92.99964880565912","92.99964880565912","0","92.99964880565912"
"1","901","912","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.30000000000000004","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","true","false","""-1252652623""","124.9997788954315","124.9997788954315","124.9997788954315","0","124.9997788954315"
"1","902","912","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.30000000000000004","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","true","false","""-1962837377""","114.99975522965718","114.99975522965718","114.99975522965718","0","114.99975522965718"
"1","903","912","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.30000000000000004","1","""uniform""","""deterministic-normal""","15","0.30000000000000004","0.5","""normal""","-0.6","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.5","true","false","""1641684768""","173.99968793450464","173.99968793450464","173.99968793450464","0","173.99968793450464"
"1","904","915","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.8","3","1","true","false","""-313511538""","0.9837982691795951","0.9837982691795951","0.9837982691795951","0","0.9837982691795951"
"1","905","915","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.8","3","1","true","false","""-1790293871""","4.9905577846777325","4.9905577846777325","4.9905577846777325","0","4.9905577846777325"
"1","906","915","1000","1","""HK""","0.01","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","0.10000000000000009","1","""uniform""","""deterministic-normal""","15","-0.09999999999999998","0.4","""normal""","-0.5","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","0.9","0.8","3","1","true","false","""-1372729624""","0.9992033917222236","0.9992033917222236","0.9992033917222236","0","0.9992033917222236"
"1","907","918","1000","1","""HK""","0.09","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.09999999999999998","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.9000000000000001","true","true","""-1367564151""","123.99944884851477","123.99944884851477","123.99944884851477","0","123.99944884851477"
"1","908","918","1000","1","""HK""","0.09","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.09999999999999998","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.9000000000000001","true","true","""1877374428""","175.999880660243","175.999880660243","175.999880660243","0","175.999880660243"
"1","909","918","1000","1","""HK""","0.09","false","true","""normal""","1","""constant""","0.1","""Scale-free""","2","-0.09999999999999998","1","""uniform""","""deterministic-normal""","15","-0.19999999999999996","1","""normal""","0","0.6000000000000001","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.5","6","0.9000000000000001","true","true","""-950081829""","161.99993340770436","161.99993340770436","161.99993340770436","0","161.99993340770436"
"1","910","921","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.10000000000000009","1","""uniform""","""deterministic-normal""","20","0.20000000000000018","0.5","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""-128806279""","240.99987476671353","240.99987476671353","240.99987476671353","0","240.99987476671353"
"1","911","921","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.10000000000000009","1","""uniform""","""deterministic-normal""","20","0.20000000000000018","0.5","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""1634686440""","196.99998544754885","196.99998544754885","196.99998544754885","0","196.99998544754885"
"1","912","921","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.10000000000000009","1","""uniform""","""deterministic-normal""","20","0.20000000000000018","0.5","""normal""","-0.5","0.8","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.7000000000000002","true","false","""-1179279691""","278.99966182657306","278.99966182657306","278.99966182657306","0","278.99966182657306"
"1","913","924","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.20000000000000018","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","true","false","""496400426""","249.9995519377725","249.9995519377725","249.9995519377725","0","249.9995519377725"
"1","914","924","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.20000000000000018","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","true","false","""-387551128""","255.99990061660796","255.99990061660796","255.99990061660796","0","255.99990061660796"
"1","915","924","1000","1","""HK""","0.04","false","true","""normal""","1","""constant""","0.1","""Scale-free""","1","0.20000000000000018","1","""uniform""","""deterministic-normal""","15","0.20000000000000018","0.5","""normal""","-0.19999999999999996","1","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.4","7","0.8","true","false","""-95847945""","207.9999622541282","207.9999622541282","207.9999622541282","0","207.9999622541282"
"1","916","927","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.19999999999999996","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","0.6000000000000001","false","true","""-412267904""","146.99982462947094","146.99982462947094","146.99982462947094","0","146.99982462947094"
"1","917","927","1000","1","""HK""","0.03","false","true","""normal""","1","""constant""","0.1","""Scale-free""","3","0.10000000000000009","1","""uniform""","""deterministic-normal""","10","-0.09999999999999998","0.4","""normal""","-0.19999999999999996","0.9","false","""/home/ramaswamy.51/Documents/github/Spirals/Media/data/cluster/endsim/BehaviorSearch/Step7""","true","1","0.6000000000000001","2","0.6000000000000001","false","true","""893112182""","128.99967488680804","128.99967488680804","128.99967488680804","0","128.99967488680804"
