Sim_ID,Seed,Population,Random_links,Close_links,Dimensions,Boundary,Boundary_method,P_speaking,Mode,Far_from_entropy,One_group_size,Number_of_equal_groups,Zero_lenghts,SD,DI
8076,7,129,0.25,4,1,0.1,uniform,1,vaguely-speak,41.4,65.5,2.29,43.2,0.468,22.453
8077,7,129,0.25,4,1,0.2,constant,0.5,openly-listen,69.6,68.5,2.1,47.3,0.457,23.554
8078,7,129,0.25,4,1,0.2,constant,0.5,vaguely-speak,69.6,68.5,2.1,47.3,0.457,23.554
8079,7,129,0.25,4,1,0.2,constant,0.9,openly-listen,90.1,96.5,1.06,93.9,0.224,2.833
8080,7,129,0.25,4,1,0.2,constant,0.9,vaguely-speak,90.1,96.5,1.06,93.9,0.224,2.833
8081,7,129,0.25,4,1,0.2,constant,1,openly-listen,91.1,96.5,1.06,93.9,0.223,2.867
8082,7,129,0.25,4,1,0.2,constant,1,vaguely-speak,91.1,96.5,1.06,93.9,0.223,2.867
8083,7,129,0.25,4,1,0.2,uniform,0.5,openly-listen,89.4,96.5,1.06,93.9,0.232,2.842
8084,7,129,0.25,4,1,0.2,uniform,0.5,vaguely-speak,76.2,89,1.25,79.8,0.373,9.192
8085,7,129,0.25,4,1,0.2,uniform,0.9,openly-listen,54.5,81,1.51,66.1,0.431,13.263
8086,7,129,0.25,4,1,0.2,uniform,0.9,vaguely-speak,86.6,95,1.1,91,0.277,4.357
8087,7,129,0.25,4,1,0.2,uniform,1,openly-listen,25.9,53.8,3.37,29.2,0.361,18.113
8088,7,129,0.25,4,1,0.2,uniform,1,vaguely-speak,97.3,98.8,1.02,98.4,0.144,0.95
8089,7,129,0.25,4,1,0.3,constant,0.5,openly-listen,97.3,98.8,1.02,98.4,0.107,0.674
8090,7,129,0.25,4,1,0.3,constant,0.5,vaguely-speak,97.3,98.8,1.02,98.4,0.107,0.674
8091,7,129,0.25,4,1,0.3,constant,0.9,openly-listen,95.4,98.1,1.03,96.9,0.161,1.435
8092,7,129,0.25,4,1,0.3,constant,0.9,vaguely-speak,95.4,98.1,1.03,96.9,0.161,1.435
8093,7,129,0.25,4,1,0.3,constant,1,openly-listen,97.3,98.8,1.02,98.4,0.106,0.711
8094,7,129,0.25,4,1,0.3,constant,1,vaguely-speak,97.3,98.8,1.02,98.4,0.106,0.711
8095,7,129,0.25,4,1,0.3,uniform,0.5,openly-listen,82.8,94.3,1.11,89.7,0.262,4.79
8096,7,129,0.25,4,1,0.3,uniform,0.5,vaguely-speak,97.3,98.8,1.02,98.4,0.127,0.798
8097,7,129,0.25,4,1,0.3,uniform,0.9,openly-listen,63.3,85.3,1.36,73.3,0.359,8.773
8098,7,129,0.25,4,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
8099,7,129,0.25,4,1,0.3,uniform,1,openly-listen,24.5,46.1,4.54,21.4,0.326,18.053
8100,7,129,0.25,4,1,0.3,uniform,1,vaguely-speak,97.3,98.8,1.02,98.4,0.123,0.817
8137,7,129,0.25,16,1,0.1,constant,0.5,openly-listen,46.8,56.9,3.01,32.7,0.498,29.876
8138,7,129,0.25,16,1,0.1,constant,0.5,vaguely-speak,46.8,56.9,3.01,32.7,0.498,29.876
8139,7,129,0.25,16,1,0.1,constant,0.9,openly-listen,54.9,52.7,3.5,28,0.478,29.881
8140,7,129,0.25,16,1,0.1,constant,0.9,vaguely-speak,54.9,52.7,3.5,28,0.478,29.881
8141,7,129,0.25,16,1,0.1,constant,1,openly-listen,42.8,50.3,3.83,25.5,0.481,30.91
8142,7,129,0.25,16,1,0.1,constant,1,vaguely-speak,42.8,50.3,3.83,25.5,0.481,30.91
8143,7,129,0.25,16,1,0.1,uniform,0.5,openly-listen,57.2,65.8,2.27,43.7,0.405,21.66
8144,7,129,0.25,16,1,0.1,uniform,0.5,vaguely-speak,69.7,69.2,2.05,48.3,0.495,24.997
8145,7,129,0.25,16,1,0.1,uniform,0.9,openly-listen,57.6,83.3,1.43,69.9,0.325,9.43
8146,7,129,0.25,16,1,0.1,uniform,0.9,vaguely-speak,74.2,69.7,2.03,48.9,0.473,23.967
8147,7,129,0.25,16,1,0.1,uniform,1,openly-listen,34,62.6,2.5,39.5,0.509,27.167
8148,7,129,0.25,16,1,0.1,uniform,1,vaguely-speak,74.2,69.9,2.01,49.3,0.483,24.313
8149,7,129,0.25,16,1,0.2,constant,0.5,openly-listen,76.9,70.2,2,49.7,0.472,23.749
8150,7,129,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.2,2,49.7,0.472,23.749
8151,7,129,0.25,16,1,0.2,constant,0.9,openly-listen,76.9,70.5,1.98,50.1,0.37,18.455
8152,7,129,0.25,16,1,0.2,constant,0.9,vaguely-speak,76.9,70.5,1.98,50.1,0.37,18.455
8153,7,129,0.25,16,1,0.2,constant,1,openly-listen,76.9,70.6,1.97,50.3,0.404,20.074
8154,7,129,0.25,16,1,0.2,constant,1,vaguely-speak,76.9,70.6,1.97,50.3,0.404,20.074
8155,7,129,0.25,16,1,0.2,uniform,0.5,openly-listen,88.5,95.8,1.08,92.4,0.301,4.078
8156,7,129,0.25,16,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
8157,7,129,0.25,16,1,0.2,uniform,0.9,openly-listen,66.4,87.4,1.3,77,0.5,12.762
8158,7,129,0.25,16,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
8159,7,129,0.25,16,1,0.2,uniform,1,openly-listen,65.7,87.4,1.3,76.9,0.513,13.262
8160,7,129,0.25,16,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
8161,7,129,0.25,16,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
8162,7,129,0.25,16,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
8163,7,129,0.25,16,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
8164,7,129,0.25,16,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
8165,7,129,0.25,16,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
8166,7,129,0.25,16,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
8167,7,129,0.25,16,1,0.3,uniform,0.5,openly-listen,67.6,87.5,1.29,77.1,0.421,10.035
8168,7,129,0.25,16,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
8169,7,129,0.25,16,1,0.3,uniform,0.9,openly-listen,64.1,84.4,1.39,71.9,0.255,7.406
8170,7,129,0.25,16,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
8171,7,129,0.25,16,1,0.3,uniform,1,openly-listen,49.7,76.5,1.69,59,0.387,13.164
8172,7,129,0.25,16,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
8209,7,129,0.25,64,1,0.1,constant,0.5,openly-listen,37.3,50.5,3.81,25.7,0.492,31.587
8210,7,129,0.25,64,1,0.1,constant,0.5,vaguely-speak,37.3,50.5,3.81,25.7,0.492,31.587
8211,7,129,0.25,64,1,0.1,constant,0.9,openly-listen,45.1,50.7,3.78,25.9,0.484,31.005
8212,7,129,0.25,64,1,0.1,constant,0.9,vaguely-speak,45.1,50.7,3.78,25.9,0.484,31.005
8213,7,129,0.25,64,1,0.1,constant,1,openly-listen,48.4,50.5,3.81,25.7,0.48,30.815
8214,7,129,0.25,64,1,0.1,constant,1,vaguely-speak,48.4,50.5,3.81,25.7,0.48,30.815
8215,7,129,0.25,64,1,0.1,uniform,0.5,openly-listen,58.3,66,2.26,43.9,0.553,29.052
8216,7,129,0.25,64,1,0.1,uniform,0.5,vaguely-speak,76.9,70.2,2,49.7,0.499,25.107
8217,7,129,0.25,64,1,0.1,uniform,0.9,openly-listen,64.7,82,1.47,67.8,0.25,5.518
8218,7,129,0.25,64,1,0.1,uniform,0.9,vaguely-speak,76.9,70.3,1.99,49.9,0.482,24.145
8219,7,129,0.25,64,1,0.1,uniform,1,openly-listen,35.2,58.4,2.86,34.4,0.537,30.898
8220,7,129,0.25,64,1,0.1,uniform,1,vaguely-speak,76.9,70.4,1.99,50,0.473,23.636
8221,7,129,0.25,64,1,0.2,constant,0.5,openly-listen,76.9,71.1,1.95,50.9,0.457,22.418
8222,7,129,0.25,64,1,0.2,constant,0.5,vaguely-speak,76.9,71.1,1.95,50.9,0.457,22.418
8223,7,129,0.25,64,1,0.2,constant,0.9,openly-listen,76.9,70.2,2,49.6,0.402,20.231
8224,7,129,0.25,64,1,0.2,constant,0.9,vaguely-speak,76.9,70.2,2,49.6,0.402,20.231
8225,7,129,0.25,64,1,0.2,constant,1,openly-listen,76.9,70.2,2,49.7,0.404,20.302
8226,7,129,0.25,64,1,0.2,constant,1,vaguely-speak,76.9,70.2,2,49.7,0.404,20.302
8227,7,129,0.25,64,1,0.2,uniform,0.5,openly-listen,68.1,84,1.4,71.1,0.384,11.578
8228,7,129,0.25,64,1,0.2,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
8229,7,129,0.25,64,1,0.2,uniform,0.9,openly-listen,78,89.8,1.23,81.3,0.555,12.522
8230,7,129,0.25,64,1,0.2,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
8231,7,129,0.25,64,1,0.2,uniform,1,openly-listen,56,78.6,1.6,62.3,0.37,12.024
8232,7,129,0.25,64,1,0.2,uniform,1,vaguely-speak,100,99.6,1,100,0,0
8233,7,129,0.25,64,1,0.3,constant,0.5,openly-listen,100,99.6,1,100,0,0
8234,7,129,0.25,64,1,0.3,constant,0.5,vaguely-speak,100,99.6,1,100,0,0
8235,7,129,0.25,64,1,0.3,constant,0.9,openly-listen,100,99.6,1,100,0,0
8236,7,129,0.25,64,1,0.3,constant,0.9,vaguely-speak,100,99.6,1,100,0,0
8237,7,129,0.25,64,1,0.3,constant,1,openly-listen,100,99.6,1,100,0,0
8238,7,129,0.25,64,1,0.3,constant,1,vaguely-speak,100,99.6,1,100,0,0
8239,7,129,0.25,64,1,0.3,uniform,0.5,openly-listen,76.6,91.2,1.19,83.8,0.348,6.935
8240,7,129,0.25,64,1,0.3,uniform,0.5,vaguely-speak,100,99.6,1,100,0,0
8241,7,129,0.25,64,1,0.3,uniform,0.9,openly-listen,81.3,93.4,1.14,88,0.27,3.642
8242,7,129,0.25,64,1,0.3,uniform,0.9,vaguely-speak,100,99.6,1,100,0,0
8243,7,129,0.25,64,1,0.3,uniform,1,openly-listen,73.9,87.7,1.29,77.5,0.517,13.295
8244,7,129,0.25,64,1,0.3,uniform,1,vaguely-speak,100,99.6,1,100,0,0
8281,7,257,0.05,4,1,0.1,constant,0.5,openly-listen,7.2,33.3,8.69,11.2,0.463,32.617
8282,7,257,0.05,4,1,0.1,constant,0.5,vaguely-speak,7.2,33.3,8.69,11.2,0.463,32.617
8283,7,257,0.05,4,1,0.1,constant,0.9,openly-listen,7.6,33.6,8.57,11.3,0.461,32.476
8284,7,257,0.05,4,1,0.1,constant,0.9,vaguely-speak,7.6,33.6,8.57,11.3,0.461,32.476
8285,7,257,0.05,4,1,0.1,constant,1,openly-listen,7.9,33.2,8.76,11.1,0.457,31.943
8286,7,257,0.05,4,1,0.1,constant,1,vaguely-speak,7.9,33.2,8.76,11.1,0.457,31.943
8287,7,257,0.05,4,1,0.1,uniform,0.5,openly-listen,15.2,46.3,4.58,21.5,0.419,26.012
8288,7,257,0.05,4,1,0.1,uniform,0.5,vaguely-speak,12.1,43.6,5.15,19.1,0.45,30.067
8289,7,257,0.05,4,1,0.1,uniform,0.9,openly-listen,18.4,46.6,4.53,21.8,0.433,27.774
8290,7,257,0.05,4,1,0.1,uniform,0.9,vaguely-speak,15.6,45.6,4.73,20.8,0.458,30.185
8291,7,257,0.05,4,1,0.1,uniform,1,openly-listen,8.5,36.7,7.23,13.5,0.462,32.009
8292,7,257,0.05,4,1,0.1,uniform,1,vaguely-speak,29.3,58.2,2.91,34.1,0.452,27.109
8293,7,257,0.05,4,1,0.2,constant,0.5,openly-listen,62.2,80.1,1.55,64.5,0.403,14.032
8294,7,257,0.05,4,1,0.2,constant,0.5,vaguely-speak,62.2,80.1,1.55,64.5,0.403,14.032
8295,7,257,0.05,4,1,0.2,constant,0.9,openly-listen,73.6,88.4,1.27,78.4,0.329,8.387
8296,7,257,0.05,4,1,0.2,constant,0.9,vaguely-speak,73.6,88.4,1.27,78.4,0.329,8.387
8297,7,257,0.05,4,1,0.2,constant,1,openly-listen,70.7,87.7,1.3,77.1,0.32,8.657
8298,7,257,0.05,4,1,0.2,constant,1,vaguely-speak,70.7,87.7,1.3,77.1,0.32,8.657
8299,7,257,0.05,4,1,0.2,uniform,0.5,openly-listen,50.6,70.3,2.01,49.7,0.226,8.535
8300,7,257,0.05,4,1,0.2,uniform,0.5,vaguely-speak,80.8,92.9,1.15,86.6,0.303,5.868
8301,7,257,0.05,4,1,0.2,uniform,0.9,openly-listen,33.1,49.9,3.95,25,0.24,13.968
8302,7,257,0.05,4,1,0.2,uniform,0.9,vaguely-speak,85.8,94.8,1.11,90.2,0.251,4.143
8303,7,257,0.05,4,1,0.2,uniform,1,openly-listen,16.3,37.1,7.05,13.8,0.356,23.988
8304,7,257,0.05,4,1,0.2,uniform,1,vaguely-speak,88.8,95.9,1.08,92.4,0.227,3.397
8305,7,257,0.05,4,1,0.3,constant,0.5,openly-listen,74.6,90.6,1.21,82.4,0.323,7.274
8306,7,257,0.05,4,1,0.3,constant,0.5,vaguely-speak,74.6,90.6,1.21,82.4,0.323,7.274
8307,7,257,0.05,4,1,0.3,constant,0.9,openly-listen,93,97.5,1.05,95.4,0.184,2.036
8308,7,257,0.05,4,1,0.3,constant,0.9,vaguely-speak,93,97.5,1.05,95.4,0.184,2.036
8309,7,257,0.05,4,1,0.3,constant,1,openly-listen,94.8,98.3,1.03,96.9,0.151,1.637
8310,7,257,0.05,4,1,0.3,constant,1,vaguely-speak,94.8,98.3,1.03,96.9,0.151,1.637
8311,7,257,0.05,4,1,0.3,uniform,0.5,openly-listen,39.4,53.8,3.41,29.1,0.203,11.521
8312,7,257,0.05,4,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8313,7,257,0.05,4,1,0.3,uniform,0.9,openly-listen,32.9,48.8,4.13,23.9,0.234,14.047
8314,7,257,0.05,4,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0.012
8315,7,257,0.05,4,1,0.3,uniform,1,openly-listen,22.4,42.5,5.42,18.1,0.314,19.335
8316,7,257,0.05,4,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.004,0.28
8353,7,257,0.05,16,1,0.1,constant,0.5,openly-listen,26.7,49.3,4.04,24.4,0.464,29.843
8354,7,257,0.05,16,1,0.1,constant,0.5,vaguely-speak,26.7,49.3,4.04,24.4,0.464,29.843
8355,7,257,0.05,16,1,0.1,constant,0.9,openly-listen,59.6,58,2.94,33.8,0.451,26.893
8356,7,257,0.05,16,1,0.1,constant,0.9,vaguely-speak,59.6,58,2.94,33.8,0.451,26.893
8357,7,257,0.05,16,1,0.1,constant,1,openly-listen,56.6,57.2,3.02,32.9,0.447,27.225
8358,7,257,0.05,16,1,0.1,constant,1,vaguely-speak,56.6,57.2,3.02,32.9,0.447,27.225
8359,7,257,0.05,16,1,0.1,uniform,0.5,openly-listen,61,82.4,1.47,68.1,0.512,16.782
8360,7,257,0.05,16,1,0.1,uniform,0.5,vaguely-speak,69.3,69.2,2.07,48.1,0.475,24.128
8361,7,257,0.05,16,1,0.1,uniform,0.9,openly-listen,35.1,57.8,2.96,33.5,0.454,27.141
8362,7,257,0.05,16,1,0.1,uniform,0.9,vaguely-speak,71.4,69.2,2.07,48.1,0.418,21.341
8363,7,257,0.05,16,1,0.1,uniform,1,openly-listen,15.6,43.5,5.17,19,0.428,27.083
8364,7,257,0.05,16,1,0.1,uniform,1,vaguely-speak,71.2,69.5,2.05,48.5,0.443,22.587
8365,7,257,0.05,16,1,0.2,constant,0.5,openly-listen,75.3,70.2,2.01,49.5,0.429,21.608
8366,7,257,0.05,16,1,0.2,constant,0.5,vaguely-speak,75.3,70.2,2.01,49.5,0.429,21.608
8367,7,257,0.05,16,1,0.2,constant,0.9,openly-listen,98.5,99.4,1.01,99.2,0.085,0.375
8368,7,257,0.05,16,1,0.2,constant,0.9,vaguely-speak,98.5,99.4,1.01,99.2,0.085,0.375
8369,7,257,0.05,16,1,0.2,constant,1,openly-listen,98.5,99.4,1.01,99.2,0.085,0.438
8370,7,257,0.05,16,1,0.2,constant,1,vaguely-speak,98.5,99.4,1.01,99.2,0.085,0.438
8371,7,257,0.05,16,1,0.2,uniform,0.5,openly-listen,60.2,81.2,1.51,66.2,0.286,7.869
8372,7,257,0.05,16,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8373,7,257,0.05,16,1,0.2,uniform,0.9,openly-listen,43.5,67.5,2.17,45.8,0.405,13.743
8374,7,257,0.05,16,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
8375,7,257,0.05,16,1,0.2,uniform,1,openly-listen,38.3,67.6,2.17,45.9,0.36,13.674
8376,7,257,0.05,16,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.072
8377,7,257,0.05,16,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
8378,7,257,0.05,16,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
8379,7,257,0.05,16,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
8380,7,257,0.05,16,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
8381,7,257,0.05,16,1,0.3,constant,1,openly-listen,100,99.8,1,100,0.001,0.076
8382,7,257,0.05,16,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0.001,0.076
8383,7,257,0.05,16,1,0.3,uniform,0.5,openly-listen,49.8,71.2,1.96,50.9,0.279,9.574
8384,7,257,0.05,16,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8385,7,257,0.05,16,1,0.3,uniform,0.9,openly-listen,31.3,51.1,3.78,26.2,0.263,14.575
8386,7,257,0.05,16,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
8387,7,257,0.05,16,1,0.3,uniform,1,openly-listen,30,52.1,3.63,27.3,0.288,15.452
8388,7,257,0.05,16,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.062
8425,7,257,0.05,64,1,0.1,constant,0.5,openly-listen,50.1,56.9,3.05,32.6,0.454,27.376
8426,7,257,0.05,64,1,0.1,constant,0.5,vaguely-speak,50.1,56.9,3.05,32.6,0.454,27.376
8427,7,257,0.05,64,1,0.1,constant,0.9,openly-listen,53.4,58.1,2.93,33.9,0.467,27.948
8428,7,257,0.05,64,1,0.1,constant,0.9,vaguely-speak,53.4,58.1,2.93,33.9,0.467,27.948
8429,7,257,0.05,64,1,0.1,constant,1,openly-listen,52,57.7,2.97,33.4,0.465,27.935
8430,7,257,0.05,64,1,0.1,constant,1,vaguely-speak,52,57.7,2.97,33.4,0.465,27.935
8431,7,257,0.05,64,1,0.1,uniform,0.5,openly-listen,63.1,84.5,1.39,71.7,0.356,10.458
8432,7,257,0.05,64,1,0.1,uniform,0.5,vaguely-speak,77.2,75.3,1.75,57,0.42,18.272
8433,7,257,0.05,64,1,0.1,uniform,0.9,openly-listen,53.8,80.4,1.54,64.9,0.398,11.147
8434,7,257,0.05,64,1,0.1,uniform,0.9,vaguely-speak,77,73.7,1.83,54.5,0.434,19.808
8435,7,257,0.05,64,1,0.1,uniform,1,openly-listen,40.3,62,2.58,38.6,0.421,22.436
8436,7,257,0.05,64,1,0.1,uniform,1,vaguely-speak,54.8,58.4,2.9,34.2,0.425,25.003
8437,7,257,0.05,64,1,0.2,constant,0.5,openly-listen,76.9,70.9,1.97,50.5,0.403,19.959
8438,7,257,0.05,64,1,0.2,constant,0.5,vaguely-speak,76.9,70.9,1.97,50.5,0.403,19.959
8439,7,257,0.05,64,1,0.2,constant,0.9,openly-listen,100,99.8,1,100,0,0
8440,7,257,0.05,64,1,0.2,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
8441,7,257,0.05,64,1,0.2,constant,1,openly-listen,100,99.8,1,100,0,0
8442,7,257,0.05,64,1,0.2,constant,1,vaguely-speak,100,99.8,1,100,0,0
8443,7,257,0.05,64,1,0.2,uniform,0.5,openly-listen,70.7,89.3,1.25,80.1,0.23,5.485
8444,7,257,0.05,64,1,0.2,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8445,7,257,0.05,64,1,0.2,uniform,0.9,openly-listen,63.1,85.3,1.37,73.1,0.42,12.27
8446,7,257,0.05,64,1,0.2,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
8447,7,257,0.05,64,1,0.2,uniform,1,openly-listen,63.8,85.1,1.37,72.6,0.404,12.283
8448,7,257,0.05,64,1,0.2,uniform,1,vaguely-speak,100,99.8,1,100,0,0.023
8449,7,257,0.05,64,1,0.3,constant,0.5,openly-listen,100,99.8,1,100,0,0
8450,7,257,0.05,64,1,0.3,constant,0.5,vaguely-speak,100,99.8,1,100,0,0
8451,7,257,0.05,64,1,0.3,constant,0.9,openly-listen,100,99.8,1,100,0,0
8452,7,257,0.05,64,1,0.3,constant,0.9,vaguely-speak,100,99.8,1,100,0,0
8453,7,257,0.05,64,1,0.3,constant,1,openly-listen,100,99.8,1,100,0,0.024
8454,7,257,0.05,64,1,0.3,constant,1,vaguely-speak,100,99.8,1,100,0,0.024
8455,7,257,0.05,64,1,0.3,uniform,0.5,openly-listen,62.1,85.1,1.37,72.7,0.267,8.023
8456,7,257,0.05,64,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8457,7,257,0.05,64,1,0.3,uniform,0.9,openly-listen,68.9,85.7,1.35,73.8,0.201,6.303
8458,7,257,0.05,64,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
8459,7,257,0.05,64,1,0.3,uniform,1,openly-listen,51.3,79.2,1.59,62.9,0.3,11.054
8460,7,257,0.05,64,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0,0.023
8497,7,257,0.25,4,1,0.1,constant,0.5,openly-listen,16.2,44,5.07,19.4,0.473,31.333
8498,7,257,0.25,4,1,0.1,constant,0.5,vaguely-speak,16.2,44,5.07,19.4,0.473,31.333
8499,7,257,0.25,4,1,0.1,constant,0.9,openly-listen,20.6,49.1,4.08,24.2,0.479,30.57
8500,7,257,0.25,4,1,0.1,constant,0.9,vaguely-speak,20.6,49.1,4.08,24.2,0.479,30.57
8501,7,257,0.25,4,1,0.1,constant,1,openly-listen,28,54.4,3.34,29.7,0.477,28.739
8502,7,257,0.25,4,1,0.1,constant,1,vaguely-speak,28,54.4,3.34,29.7,0.477,28.739
8503,7,257,0.25,4,1,0.1,uniform,0.5,openly-listen,54.4,80.3,1.54,64.8,0.351,12.1
8504,7,257,0.25,4,1,0.1,uniform,0.5,vaguely-speak,43,64.2,2.41,41.3,0.481,25.356
8505,7,257,0.25,4,1,0.1,uniform,0.9,openly-listen,26.2,56.7,3.08,32.2,0.406,24.144
8506,7,257,0.25,4,1,0.1,uniform,0.9,vaguely-speak,35.1,59.5,2.8,35.5,0.448,25.6
8507,7,257,0.25,4,1,0.1,uniform,1,openly-listen,20,52.5,3.58,27.7,0.431,26.557
8508,7,257,0.25,4,1,0.1,uniform,1,vaguely-speak,44.8,61.8,2.59,38.3,0.446,25.132
8509,7,257,0.25,4,1,0.2,constant,0.5,openly-listen,70.5,69.1,2.08,48,0.449,22.929
8510,7,257,0.25,4,1,0.2,constant,0.5,vaguely-speak,70.5,69.1,2.08,48,0.449,22.929
8511,7,257,0.25,4,1,0.2,constant,0.9,openly-listen,89.4,96.3,1.07,93.1,0.222,2.982
8512,7,257,0.25,4,1,0.2,constant,0.9,vaguely-speak,89.4,96.3,1.07,93.1,0.222,2.982
8513,7,257,0.25,4,1,0.2,constant,1,openly-listen,87.9,95.9,1.08,92.4,0.231,3.298
8514,7,257,0.25,4,1,0.2,constant,1,vaguely-speak,87.9,95.9,1.08,92.4,0.231,3.298
8515,7,257,0.25,4,1,0.2,uniform,0.5,openly-listen,71.6,90.5,1.21,82.3,0.225,5.428
8516,7,257,0.25,4,1,0.2,uniform,0.5,vaguely-speak,89.6,95.9,1.08,92.4,0.245,3.49
8517,7,257,0.25,4,1,0.2,uniform,0.9,openly-listen,60.9,81.4,1.5,66.5,0.219,6.852
8518,7,257,0.25,4,1,0.2,uniform,0.9,vaguely-speak,87.8,95.6,1.09,91.7,0.25,3.734
8519,7,257,0.25,4,1,0.2,uniform,1,openly-listen,55.1,82.2,1.47,67.8,0.407,11.225
8520,7,257,0.25,4,1,0.2,uniform,1,vaguely-speak,90,96.7,1.06,93.9,0.229,2.925
8521,7,257,0.25,4,1,0.3,constant,0.5,openly-listen,91.3,97.1,1.06,94.7,0.183,2.163
8522,7,257,0.25,4,1,0.3,constant,0.5,vaguely-speak,91.3,97.1,1.06,94.7,0.183,2.163
8523,7,257,0.25,4,1,0.3,constant,0.9,openly-listen,97,99,1.02,98.4,0.111,0.698
8524,7,257,0.25,4,1,0.3,constant,0.9,vaguely-speak,97,99,1.02,98.4,0.111,0.698
8525,7,257,0.25,4,1,0.3,constant,1,openly-listen,95.5,98.6,1.02,97.7,0.124,0.961
8526,7,257,0.25,4,1,0.3,constant,1,vaguely-speak,95.5,98.6,1.02,97.7,0.124,0.961
8527,7,257,0.25,4,1,0.3,uniform,0.5,openly-listen,52,74.7,1.78,56,0.216,8.093
8528,7,257,0.25,4,1,0.3,uniform,0.5,vaguely-speak,100,99.8,1,100,0,0
8529,7,257,0.25,4,1,0.3,uniform,0.9,openly-listen,48.2,72.1,1.91,52.2,0.292,9.929
8530,7,257,0.25,4,1,0.3,uniform,0.9,vaguely-speak,100,99.8,1,100,0,0
8531,7,257,0.25,4,1,0.3,uniform,1,openly-listen,34.6,55.7,3.18,31.1,0.27,13.303
8532,7,257,0.25,4,1,0.3,uniform,1,vaguely-speak,100,99.8,1,100,0.001,0.034
8569,7,257,0.25,16,1,0.1,constant,0.5,openly-listen,54,58.9,2.85,34.9,0.493,29.101
8570,7,257,0.25,16,1,0.1,constant,0.5,vaguely-speak,54,58.9,2.85,34.9,0.493,29.101
8571,7,257,0.25,16,1,0.1,constant,0.9,openly-listen,38.4,52.5,3.57,27.7,0.451,28.223
8572,7,257,0.25,16,1,0.1,constant,0.9,vaguely-speak,38.4,52.5,3.57,27.7,0.451,28.223
8573,7,257,0.25,16,1,0.1,constant,1,openly-listen,38.3,51.8,3.68,26.9,0.454,28.78
8574,7,257,0.25,16,1,0.1,constant,1,vaguely-speak,38.3,51.8,3.68,26.9,0.454,28.78
8575,7,257,0.25,16,1,0.1,uniform,0.5,openly-listen,56.8,83.4,1.43,69.9,0.399,11.862
8576,7,257,0.25,16,1,0.1,uniform,0.5,vaguely-speak,70.2,69.6,2.05,48.6,0.431,21.734
8577,7,257,0.25,16,1,0.1,uniform,0.9,openly-listen,61.5,85.2,1.37,72.9,0.311,8.753
8578,7,257,0.25,16,1,0.1,uniform,0.9,vaguely-speak,72,69.8,2.04,48.9,0.428,21.502
8579,7,257,0.25,16,1,0.1,uniform,1,openly-listen,51.5,80.2,1.54,64.6,0.319,10.02
8580,7,257,0.25,16,1,0.1,uniform,1,vaguely-speak,74.2,70.5,1.99,50,0.433,21.526
8581,7,257,0.25,16,1,0.2,constant,0.5,openly-listen,76.9,70.4,2,49.8,0.334,16.74
8582,7,257,0.25,16,1,0.2,constant,0.5,vaguely-speak,76.9,70.4,2,49.8,0.334,16.74
8583,7,257,0.25,16,1,0.2,constant,0.9,openly-listen,76.9,70.4,2,49.8,0.406,20.375
