"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"130","119","41","0.08","0.8420000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.31","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.592","7","0.592","0.5965"
"130","126","29","0.37","0.618","""uniform""","0.4","""uniform""","""vaguely-speak""","0.9","""uniform""","0.48000000000000004","""uniform""","""link""","false","true","9","0.43","0.29000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.592","0.5965"
"130","133","11","0.02","0.17700000000000002","""uniform""","0.25","""uniform""","""vaguely-speak""","0.7100000000000001","""uniform""","0.06999999999999999","""uniform""","""link""","false","true","9","0.34","0.27","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.01","7","0.592","0.5965"
"130","140","64","0.12","0.525","""uniform""","0.2","""uniform""","""openly-listen""","0.73","""uniform""","0.17","""uniform""","""link""","false","false","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5700000000000001","7","0.592","0.5965"
"130","147","37","0.02","0.924","""uniform""","0.33","""uniform""","""vaguely-speak""","0.19","""uniform""","0.47000000000000003","""uniform""","""link""","false","false","9","0.33","0.53","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.592","0.5965"
"130","154","7","0.01","0.18500000000000003","""uniform""","0.11","""uniform""","""vaguely-speak""","0.53","""uniform""","0.060000000000000005","""uniform""","""link""","false","true","10","0.22","0.8099999999999999","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.496","7","0.592","0.5965"
"130","161","63","0.09","0.163","""uniform""","0.11","""uniform""","""vaguely-speak""","0.2","""uniform""","0.47000000000000003","""uniform""","""link""","false","true","1","0.44","0.4","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.491","7","0.592","0.5965"
"130","168","64","0.12","0.525","""uniform""","0.2","""uniform""","""openly-listen""","0.73","""uniform""","0.17","""uniform""","""link""","false","true","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5589999999999999","7","0.592","0.5965"
"130","175","48","0.47000000000000003","0.433","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.75","""uniform""","""link""","false","false","7","0.18","0.67","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.592","0.5965"
"130","182","41","0","0.8420000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.31","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5900000000000001","7","0.592","0.5965"
"130","189","33","0.37","0.618","""uniform""","0.4","""uniform""","""vaguely-speak""","0.9","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.573","7","0.592","0.5965"
"130","196","41","0.08","0.8420000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.31","""uniform""","0.48000000000000004","""uniform""","""link""","false","true","9","0.43","0.29000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.111","7","0.592","0.5965"
"130","203","2","0.35000000000000003","0.784","""uniform""","0.33","""uniform""","""openly-listen""","1.09","""uniform""","0.89","""uniform""","""link""","false","true","6","0.77","0.33","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.133","7","0.592","0.5965"
"130","210","45","0.47000000000000003","0.7050000000000001","""uniform""","0.060000000000000005","""uniform""","""vaguely-speak""","0.51","""uniform""","0.24000000000000002","""uniform""","""link""","false","true","10","0.41000000000000003","0.74","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.508","7","0.592","0.5965"
"130","217","25","0.49","0.261","""uniform""","0.14","""uniform""","""vaguely-speak""","0.45","""uniform""","0.8400000000000001","""uniform""","""link""","false","false","10","0.61","0.52","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5539999999999999","7","0.592","0.5965"
"130","224","55","0.08","0.8420000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.31","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5509999999999999","7","0.592","0.5965"
"130","231","18","0.18","0.518","""uniform""","0.09","""uniform""","""vaguely-speak""","0.45","""uniform""","0.17","""uniform""","""link""","false","false","4","0.76","0.76","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.551","7","0.592","0.5965"
"130","238","64","0.12","0.525","""uniform""","0.2","""uniform""","""openly-listen""","0.73","""uniform""","0.13","""uniform""","""link""","false","true","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.589","7","0.592","0.5965"
"130","245","48","0.47000000000000003","0.299","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.75","""uniform""","""link""","false","false","7","0.18","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5589999999999999","7","0.592","0.5965"
"130","252","33","0.37","0.618","""uniform""","0.4","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.75","""uniform""","""link""","false","false","7","0.18","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.585","7","0.592","0.5965"
"130","259","48","0.47000000000000003","0.433","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.9","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.592","0.5965"
"130","266","64","0.12","0.525","""uniform""","0.2","""uniform""","""openly-listen""","0.86","""uniform""","0.17","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.56","7","0.592","0.5965"
"130","273","41","0.08","0.8420000000000001","""uniform""","0.33","""uniform""","""openly-listen""","0.31","""uniform""","0.5","""uniform""","""link""","false","false","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.157","7","0.592","0.5965"
"130","280","64","0.12","0.743","""uniform""","0.2","""uniform""","""openly-listen""","0.73","""uniform""","0.17","""uniform""","""link""","false","true","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.611","7","0.611","0.568"
"130","287","48","0.47000000000000003","0.433","""uniform""","0.2","""uniform""","""openly-listen""","0.86","""uniform""","0.17","""uniform""","""link""","false","true","5","0.07","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.633","7","0.633","0.558"
"130","294","64","0.12","0.525","""uniform""","0.36000000000000004","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.75","""uniform""","""link""","false","false","7","0.18","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.548","7","0.633","0.558"
"130","301","64","0.12","0.525","""uniform""","0.2","""uniform""","""openly-listen""","0.73","""uniform""","0.17","""uniform""","""link""","false","true","5","0.07","0.45999999999999996","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.575","7","0.633","0.558"
"130","308","48","0.47000000000000003","0.433","""uniform""","0.3","""uniform""","""vaguely-speak""","0.9400000000000001","""uniform""","0.75","""uniform""","""link""","false","false","7","0.18","0.67","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.587","7","0.633","0.558"
"130","315","41","0.08","0.8420000000000001","""uniform""","0.33","""uniform""","""vaguely-speak""","0.31","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.575","7","0.633","0.558"
"130","322","33","0.24","0.618","""uniform""","0.4","""uniform""","""vaguely-speak""","0.9","""uniform""","0.5","""uniform""","""link""","false","false","0","0.08","0.79","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.603","7","0.633","0.558"
"131","7","43","0.09","0.195","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","1.1","""uniform""","0.12","""uniform""","""link""","false","false","3","0.04","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.498","7","0.498","0.5425"
"131","14","12","0.05","0.075","""uniform""","0.39","""uniform""","""vaguely-speak""","0.060000000000000005","""uniform""","0.87","""uniform""","""link""","false","true","7","0.03","0.25","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5425"
"131","21","3","0.19","0.234","""uniform""","0.19","""uniform""","""openly-listen""","1.04","""uniform""","0.33","""uniform""","""link""","false","false","4","0.56","0.76","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.373","7","0.498","0.5425"
"131","28","54","0.22","0.155","""uniform""","0.43","""uniform""","""vaguely-speak""","0.6","""uniform""","0.67","""uniform""","""link""","false","false","4","0.62","0.2","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5425"
"131","35","55","0.36","0.29300000000000004","""uniform""","0.21000000000000002","""uniform""","""vaguely-speak""","1.08","""uniform""","0.9","""uniform""","""link""","false","false","8","0.45","0.48","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5425"
"131","42","19","0.38","0.508","""uniform""","0.44","""uniform""","""vaguely-speak""","0.59","""uniform""","0.25","""uniform""","""link""","false","false","10","0.98","0.27","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.001","7","0.498","0.5425"
"131","49","6","0.42","0.8390000000000001","""uniform""","0.45","""uniform""","""vaguely-speak""","0.59","""uniform""","0.61","""uniform""","""link""","false","false","7","0.99","0.88","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5425"
"131","56","42","0.37","0.9430000000000001","""uniform""","0.18000000000000002","""uniform""","""vaguely-speak""","0.41000000000000003","""uniform""","0.09999999999999999","""uniform""","""link""","false","false","1","0.59","0.92","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.002","7","0.498","0.5425"
"131","63","42","0.16","0.339","""uniform""","0.34","""uniform""","""openly-listen""","0.75","""uniform""","0.72","""uniform""","""link""","false","false","4","0.44","0.29000000000000004","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.133","7","0.498","0.5425"
"131","70","25","0.33","0.331","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.060000000000000005","""uniform""","0.61","""uniform""","""link""","false","false","8","0.13","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5549999999999999","7","0.5549999999999999","0.55"
"131","77","54","0.37","0.749","""uniform""","0.48000000000000004","""uniform""","""vaguely-speak""","0.9500000000000001","""uniform""","0.47000000000000003","""uniform""","""link""","false","false","3","0.59","0.56","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.5549999999999999","0.55"
"131","84","8","0.18","0.869","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","0.14","""uniform""","0.62","""uniform""","""link""","false","false","2","0.3","0.23","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.114","7","0.5549999999999999","0.55"
"131","91","22","0.47000000000000003","0.9540000000000001","""uniform""","0.37","""uniform""","""vaguely-speak""","0.86","""uniform""","0.12","""uniform""","""link""","false","false","3","0.75","0.71","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.002","7","0.5549999999999999","0.55"
"131","98","64","0.18","0.615","""uniform""","0.3","""uniform""","""vaguely-speak""","0.55","""uniform""","0.3","""uniform""","""link""","false","false","2","0.07","0.88","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.567","7","0.567","0.5305"
"131","105","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.85","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.614","7","0.614","0.635"
"131","112","56","0.5","0.491","""uniform""","0.42000000000000004","""uniform""","""vaguely-speak""","0.55","""uniform""","0.02","""uniform""","""link""","false","true","10","0.74","0.42000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.035","7","0.614","0.635"
"131","119","48","0.09","0.018000000000000002","""uniform""","0.09999999999999999","""uniform""","""openly-listen""","0.41000000000000003","""uniform""","0.61","""uniform""","""link""","false","false","7","0.61","0.95","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.51","7","0.614","0.635"
"131","126","11","0.27","0.9550000000000001","""uniform""","0.45","""uniform""","""vaguely-speak""","0.2","""uniform""","0.01","""uniform""","""link""","false","false","8","0.67","0.11","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.362","7","0.614","0.635"
"131","133","40","0.05","0.14300000000000002","""uniform""","0.43","""uniform""","""openly-listen""","0.74","""uniform""","0.13","""uniform""","""link""","false","true","1","0.92","0.33999999999999997","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.098","7","0.614","0.635"
"131","140","45","0.35000000000000003","0.8220000000000001","""uniform""","0.12","""uniform""","""openly-listen""","0.36000000000000004","""uniform""","0.78","""uniform""","""link""","false","true","9","0.12","0.62","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.533","7","0.614","0.635"
"131","147","3","0.29","0.8150000000000001","""uniform""","0.49","""uniform""","""vaguely-speak""","0.05","""uniform""","0.01","""uniform""","""link""","false","true","0","0.71","0.26","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.333","7","0.614","0.635"
"131","154","11","0.34","0.9550000000000001","""uniform""","0.45","""uniform""","""vaguely-speak""","0.2","""uniform""","0.01","""uniform""","""link""","false","false","8","0.67","0.11","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.367","7","0.614","0.635"
"131","161","43","0.08","0.195","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","1.1","""uniform""","0.12","""uniform""","""link""","false","false","3","0.04","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.53","7","0.614","0.635"
"131","168","45","0.35000000000000003","0.8220000000000001","""uniform""","0.12","""uniform""","""openly-listen""","0.36000000000000004","""uniform""","0.78","""uniform""","""link""","false","true","9","0.12","0.62","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.512","7","0.614","0.635"
"131","175","3","0.29","0.8150000000000001","""uniform""","0.49","""uniform""","""vaguely-speak""","0.05","""uniform""","0.01","""uniform""","""link""","false","true","0","0.75","0.26","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.311","7","0.614","0.635"
"131","182","43","0.09","0.331","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.060000000000000005","""uniform""","0.61","""uniform""","""link""","false","false","8","0.13","0.21000000000000002","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5650000000000001","7","0.614","0.635"
"131","189","25","0.39","0.23800000000000002","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","1.1","""uniform""","0.12","""uniform""","""link""","false","false","3","0.04","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.511","7","0.614","0.635"
"131","196","3","0.29","0.8220000000000001","""uniform""","0.12","""uniform""","""openly-listen""","0.36000000000000004","""uniform""","0.7000000000000001","""uniform""","""link""","false","true","9","0.12","0.62","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.347","7","0.614","0.635"
"131","203","45","0.35000000000000003","0.8150000000000001","""uniform""","0.49","""uniform""","""vaguely-speak""","0.05","""uniform""","0.01","""uniform""","""link""","false","true","0","0.71","0.26","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.10900000000000001","7","0.614","0.635"
"131","210","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.75","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.642","7","0.642","0.668"
"131","217","40","0.05","0.14300000000000002","""uniform""","0.43","""uniform""","""openly-listen""","0.74","""uniform""","0.23","""uniform""","""link""","false","true","1","0.92","0.33999999999999997","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.065","7","0.642","0.668"
"131","224","64","0.18","0.615","""uniform""","0.3","""uniform""","""vaguely-speak""","0.55","""uniform""","0.49","""uniform""","""link""","false","false","2","0.07","0.88","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5599999999999999","7","0.642","0.668"
"131","231","8","0.18","0.869","""uniform""","0.18000000000000002","""uniform""","""vaguely-speak""","0.14","""uniform""","0.62","""uniform""","""link""","false","false","2","0.3","0.23","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.48","7","0.642","0.668"
"131","238","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","1.1","""uniform""","0.12","""uniform""","""link""","false","false","3","0.04","0.7","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.002","7","0.642","0.668"
"131","245","29","0.39","0.23800000000000002","""uniform""","0.09999999999999999","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.85","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.498","7","0.642","0.668"
"131","252","8","0.18","0.869","""uniform""","0.18000000000000002","""uniform""","""vaguely-speak""","0.14","""uniform""","0.62","""uniform""","""link""","false","true","2","0.3","0.23","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.642","0.668"
"131","259","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.85","0.59","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.128","7","0.642","0.668"
"131","266","25","0.39","0.23800000000000002","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","1.09","""uniform""","0.12","""uniform""","""link""","false","false","3","0.04","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.549","7","0.642","0.668"
"131","273","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.78","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.629","7","0.642","0.668"
"131","280","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.75","0.65","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.62","7","0.642","0.668"
"131","287","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.85","0.5","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.14600000000000002","7","0.642","0.668"
"131","294","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.85","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.642","0.668"
"131","301","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.61","""uniform""","0.75","""uniform""","""link""","false","false","9","0.7000000000000001","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.642","0.668"
"131","308","38","0.02","0.989","""uniform""","0.35000000000000003","""uniform""","""openly-listen""","0.61","""uniform""","0.75","""uniform""","""link""","false","true","10","0.85","0.5","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.604","7","0.642","0.668"
"131","315","60","0.18","0.615","""uniform""","0.3","""uniform""","""vaguely-speak""","0.55","""uniform""","0.49","""uniform""","""link""","false","false","2","0.07","0.88","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.55","7","0.642","0.668"
"132","7","38","0.38","0.627","""uniform""","0.27","""uniform""","""vaguely-speak""","0.7000000000000001","""uniform""","0.8300000000000001","""uniform""","""link""","false","false","7","0.4","0.65","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0","0"
"132","14","15","0.38","0.09799999999999999","""uniform""","0.09","""uniform""","""openly-listen""","0.49","""uniform""","0.89","""uniform""","""link""","false","false","5","0.56","0.44000000000000006","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.498","7","0.498","0.5075"
"132","21","12","0.34","0.44","""uniform""","0.11","""uniform""","""openly-listen""","0.67","""uniform""","0.08","""uniform""","""link""","false","false","10","0.11","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.45299999999999996","7","0.498","0.5075"
"132","28","38","0.13","0.156","""uniform""","0.25","""uniform""","""vaguely-speak""","0.32","""uniform""","0.79","""uniform""","""link""","false","false","3","0.62","0.33","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5075"
"132","35","44","0.49","0.61","""uniform""","0.12","""uniform""","""openly-listen""","0.05","""uniform""","0.89","""uniform""","""link""","false","true","7","0.85","0.58","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.493","7","0.498","0.5075"
"132","42","18","0.35000000000000003","0.632","""uniform""","0.38","""uniform""","""vaguely-speak""","0.56","""uniform""","0.61","""uniform""","""link""","false","false","9","0.68","0.4","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5075"
"132","49","55","0.08","0.275","""uniform""","0.2","""uniform""","""vaguely-speak""","1.08","""uniform""","0.93","""uniform""","""link""","false","true","1","0.8","0.42000000000000004","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0","7","0.498","0.5075"
"132","56","17","0.08","0.607","""uniform""","0.14","""uniform""","""vaguely-speak""","0.68","""uniform""","0.060000000000000005","""uniform""","""link""","false","false","10","0.5","0.9","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.5650000000000001","7","0.5650000000000001","0.539"
"132","63","8","0.06","0.014","""uniform""","0.01","""uniform""","""openly-listen""","0.43","""uniform""","0.88","""uniform""","""link""","false","true","10","0.9500000000000001","0.54","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","0.503","7","0.5650000000000001","0.539"
