"search-number","evaluation","n-neis*","p-random*","p-speaking-level*","p-speaking-drawn*","boundary*","boundary-drawn*","mode*","tolerance-level*","tolerance-drawn*","conformity-level*","conformity-drawn*","network-change*","cut-links-randomly?*","create-links-randomly?*","min-comm-neis*","dissatisfied_updates_opinion*","id_threshold*","use_identity?*","use_opponents_ratio?*","identity_levels*","polarisation-each-n-steps*","polar_repeats*","centroids_change*","centroid_color?*","killing_centroids?*","d_threshold*","esbg_furthest_out*","n-agents*","opinions*","model*","rs*","set-seed?*","x-opinion*","y-opinion*","updating*","record-length*","record?*","max-ticks*","hk-benchmark?*","record-each-n-steps*","avoid-redundancies?*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"103","287","34","0.13","0.996","""uniform""","0.25","""uniform""","""vaguely-speak""","0.7100000000000001","""uniform""","0.33","""uniform""","""link""","false","true","9","0.22","0.73","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.6","10","0.5934999999999999"
"103","315","24","0.05","0.599","""uniform""","0.48000000000000004","""uniform""","""openly-listen""","0.93","""uniform""","0.54","""uniform""","""link""","false","false","8","0.71","0.59","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.621","10","0.5745"
"104","7","58","0.41000000000000003","0.28","""uniform""","0.04","""uniform""","""vaguely-speak""","0.4","""uniform""","0.21000000000000002","""uniform""","""link""","false","false","9","0.88","0.63","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.516","10","0.5005"
"104","35","48","0.4","0.34800000000000003","""uniform""","0.08","""uniform""","""openly-listen""","0.39","""uniform""","0.66","""uniform""","""link""","false","false","1","0.85","0.86","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5740000000000001","10","0.5665"
"104","133","38","0.13","0.76","""uniform""","0.13","""uniform""","""vaguely-speak""","0.66","""uniform""","0.17","""uniform""","""link""","false","true","2","0.64","0.47","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.682","10","0.665"
"104","168","21","0.03","0.112","""uniform""","0.16","""uniform""","""vaguely-speak""","0.7000000000000001","""uniform""","0.34","""uniform""","""link""","false","false","9","0.86","0.47","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.723","10","0.725"
"104","315","21","0.03","0.112","""uniform""","0.16","""uniform""","""vaguely-speak""","0.54","""uniform""","0.34","""uniform""","""link""","false","false","9","0.86","0.47","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.746","10","0.6910000000000001"
"105","7","5","0.3","0.75","""uniform""","0.12","""uniform""","""vaguely-speak""","0.5700000000000001","""uniform""","0.21000000000000002","""uniform""","""link""","false","true","4","0.16","0.1","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.37","10","0.399"
"105","14","38","0.37","0.8420000000000001","""uniform""","0.14","""uniform""","""vaguely-speak""","0.43","""uniform""","0.03","""uniform""","""link""","false","true","4","0.92","0.31","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.43300000000000005","10","0.0445"
"105","21","61","0.04","0.639","""uniform""","0.01","""uniform""","""vaguely-speak""","0.52","""uniform""","0.85","""uniform""","""link""","false","false","2","0.6900000000000001","0.77","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.521","10","0.513"
"105","42","22","0","0.42400000000000004","""uniform""","0.11","""uniform""","""openly-listen""","0.97","""uniform""","0.81","""uniform""","""link""","false","false","6","0.8","0.59","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.556","10","0.5680000000000001"
"105","49","37","0.41000000000000003","0.35700000000000004","""uniform""","0.38","""uniform""","""vaguely-speak""","1.02","""uniform""","0.65","""uniform""","""link""","false","false","1","0.41000000000000003","0.65","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.597","10","0.5635"
"105","56","41","0.16","0.015","""uniform""","0.25","""uniform""","""openly-listen""","0.63","""uniform""","0.9600000000000001","""uniform""","""link""","false","false","4","0.72","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.62","10","0.5525"
"105","245","22","0","0.42400000000000004","""uniform""","0.11","""uniform""","""openly-listen""","0.97","""uniform""","0.8","""uniform""","""link""","false","false","6","0.97","0.59","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.634","10","0.56"
"106","7","47","0.5","0.522","""uniform""","0.16","""uniform""","""openly-listen""","0.32","""uniform""","0.79","""uniform""","""link""","false","false","1","0.93","0.84","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.212","10","0.268"
"106","28","5","0.41000000000000003","0.48600000000000004","""uniform""","0.01","""uniform""","""openly-listen""","0.48000000000000004","""uniform""","0.09","""uniform""","""link""","false","true","1","0.6900000000000001","0.65","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.508","10","0.5175000000000001"
"106","63","34","0.25","0.643","""uniform""","0.08","""uniform""","""openly-listen""","0.23","""uniform""","0.41000000000000003","""uniform""","""link""","false","true","7","0.66","0.51","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.538","10","0.4765"
"106","140","13","0.46","0.193","""uniform""","0.060000000000000005","""uniform""","""openly-listen""","0.92","""uniform""","0.5","""uniform""","""link""","false","false","6","0.62","0.75","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.543","10","0.5195000000000001"
"106","161","54","0.22","0.118","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","0.45","""uniform""","0.24000000000000002","""uniform""","""link""","false","true","2","0.27","0.61","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5529999999999999","10","0.5715"
"106","210","30","0.25","0.643","""uniform""","0.08","""uniform""","""openly-listen""","0.79","""uniform""","0.8","""uniform""","""link""","false","true","6","0.62","0.75","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5720000000000001","10","0.5405"
"106","308","60","0.22","0.118","""uniform""","0.41000000000000003","""uniform""","""vaguely-speak""","0.45","""uniform""","0.24000000000000002","""uniform""","""link""","false","true","2","0.27","0.61","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.601","10","0"
"107","7","33","0.37","0.602","""uniform""","0.18000000000000002","""uniform""","""openly-listen""","0.25","""uniform""","1","""uniform""","""link""","false","true","7","0.98","0.51","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.209","10","0.248"
"107","21","51","0.26","0.531","""uniform""","0.16","""uniform""","""openly-listen""","0.02","""uniform""","0.88","""uniform""","""link""","false","true","0","0.27","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.567","10","0.639"
"107","126","39","0.04","0.7130000000000001","""uniform""","0.17","""uniform""","""openly-listen""","0.17","""uniform""","0.45","""uniform""","""link""","false","true","0","0.61","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.598","10","0.517"
"107","140","33","0.43","0.35500000000000004","""uniform""","0.27","""uniform""","""vaguely-speak""","0.68","""uniform""","0.28","""uniform""","""link""","false","true","4","0.51","0.62","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.61","10","0.5834999999999999"
"107","182","46","0.21","0.983","""uniform""","0.41000000000000003","""uniform""","""openly-listen""","1.02","""uniform""","0.8300000000000001","""uniform""","""link""","false","true","4","0.28","0.64","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.654","10","0.607"
"108","7","29","0.05","0.318","""uniform""","0.13","""uniform""","""vaguely-speak""","0.43","""uniform""","0.37","""uniform""","""link""","false","false","7","0.77","0.94","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.489","10","0.579"
"108","21","35","0.28","0.037","""uniform""","0.29000000000000004","""uniform""","""vaguely-speak""","0.48000000000000004","""uniform""","0.9600000000000001","""uniform""","""link""","false","true","10","0.63","0.77","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.585","10","0.5985"
"108","28","57","0.5","0.607","""uniform""","0.22","""uniform""","""vaguely-speak""","0.36000000000000004","""uniform""","0.8","""uniform""","""link""","false","true","1","0.85","0.66","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5920000000000001","10","0.5954999999999999"
"108","175","29","0.27","0.662","""uniform""","0.31","""uniform""","""openly-listen""","1.01","""uniform""","0.060000000000000005","""uniform""","""link""","false","false","7","0.93","0.47","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.6339999999999999","10","0.5269999999999999"
"109","7","61","0.39","0.158","""uniform""","0.35000000000000003","""uniform""","""vaguely-speak""","0.16","""uniform""","0.55","""uniform""","""link""","false","false","8","0.02","0.75","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0","10","0"
"109","14","29","0.1","0.976","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","1.01","""uniform""","0.12","""uniform""","""link""","false","false","8","0.13","0.7","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.131","10","0.162"
"109","21","7","0.22","0.8150000000000001","""uniform""","0.04","""uniform""","""openly-listen""","0.9400000000000001","""uniform""","0.11","""uniform""","""link""","false","true","4","0.12","0.38","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.525","10","0.5435"
"109","98","8","0.19","0.23500000000000001","""uniform""","0.17","""uniform""","""vaguely-speak""","0.28","""uniform""","0.55","""uniform""","""link""","false","false","8","0.73","0.66","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.606","10","0.5745"
"109","217","59","0.34","0.543","""uniform""","0.28","""uniform""","""openly-listen""","1.08","""uniform""","0.45","""uniform""","""link""","false","false","3","0.41000000000000003","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.623","10","0.653"
"109","224","59","0.34","0.47100000000000003","""uniform""","0.34","""uniform""","""openly-listen""","1.08","""uniform""","0.45","""uniform""","""link""","false","true","5","0.41000000000000003","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.723","10","0.7505"
"109","252","64","0.34","0.543","""uniform""","0.28","""uniform""","""openly-listen""","1.08","""uniform""","0.45","""uniform""","""link""","false","false","5","0.41000000000000003","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.756","10","0.812"
"109","322","59","0.34","0.543","""uniform""","0.33","""uniform""","""openly-listen""","1.08","""uniform""","0.45","""uniform""","""link""","false","false","3","0.41000000000000003","0.49","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.828","10","0.6395"
"110","7","22","0.24","0.934","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.8200000000000001","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","5","0.76","0.89","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.527","10","0.5245"
"110","112","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","true","5","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.5429999999999999","10","0.6905"
"110","161","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","false","5","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.6659999999999999","10","0.6114999999999999"
"110","301","20","0.44","0.317","""uniform""","0.3","""uniform""","""openly-listen""","0.54","""uniform""","0.97","""uniform""","""link""","false","false","7","0.67","0.48","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.8520000000000001","10","0.6924999999999999"
"111","7","32","0.16","0.9420000000000001","""uniform""","0.43","""uniform""","""openly-listen""","1.08","""uniform""","0.06999999999999999","""uniform""","""link""","false","true","8","0.84","0.72","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.632","10","0.5455"
"111","126","34","0.27","0.14800000000000002","""uniform""","0.45","""uniform""","""openly-listen""","0.8300000000000001","""uniform""","0.45","""uniform""","""link""","false","false","5","0.85","0.45000000000000007","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.737","10","0.052"
"112","7","21","0.31","0.224","""uniform""","0.33","""uniform""","""vaguely-speak""","0.86","""uniform""","0.15000000000000002","""uniform""","""link""","false","true","0","0.02","0.74","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.001","10","0.003"
"112","14","24","0.48","0.171","""uniform""","0.5","""uniform""","""vaguely-speak""","0.15000000000000002","""uniform""","0.09999999999999999","""uniform""","""link""","false","true","3","0.13","0.65","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.003","10","0.002"
"112","21","62","0.02","0.726","""uniform""","0.32","""uniform""","""openly-listen""","0.89","""uniform""","0.38","""uniform""","""link""","false","true","1","0.39","0.61","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.091","10","0.0875"
"112","28","5","0.34","0.9560000000000001","""uniform""","0.09999999999999999","""uniform""","""vaguely-speak""","0.92","""uniform""","0.53","""uniform""","""link""","false","true","9","0.13","0.32","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.521","10","0.555"
"112","63","16","0.03","0.019000000000000003","""uniform""","0.19","""uniform""","""openly-listen""","0.61","""uniform""","0.91","""uniform""","""link""","false","false","5","0.18","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.655","10","0.5555000000000001"
"113","7","3","0.18","0.302","""uniform""","0.27","""uniform""","""openly-listen""","0.85","""uniform""","0.17","""uniform""","""link""","false","false","0","0.74","0.69","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.532","10","0.5105"
"113","91","48","0.03","0.928","""uniform""","0.09","""uniform""","""vaguely-speak""","0.39","""uniform""","0.9600000000000001","""uniform""","""link""","false","true","2","0.1","0.54","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.534","10","0.5235000000000001"
"113","98","22","0.25","0.014","""uniform""","0.16","""uniform""","""vaguely-speak""","0.6","""uniform""","0.72","""uniform""","""link""","false","true","0","0.68","0.52","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.586","10","0.598"
"113","154","22","0.25","0.21100000000000002","""uniform""","0.16","""uniform""","""vaguely-speak""","0.6","""uniform""","0.72","""uniform""","""link""","false","true","0","0.68","0.52","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.613","10","0.518"
"114","7","27","0.46","0.862","""uniform""","0.09999999999999999","""uniform""","""openly-listen""","0.5700000000000001","""uniform""","0.88","""uniform""","""link""","false","true","2","0.43","0.6","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.502","10","0.46799999999999997"
"114","14","15","0.34","0.364","""uniform""","0.05","""uniform""","""vaguely-speak""","0.15000000000000002","""uniform""","0.11","""uniform""","""link""","false","false","6","1","0.5700000000000001","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.503","10","0.5299999999999999"
"114","91","41","0.46","0.29500000000000004","""uniform""","0.08","""uniform""","""vaguely-speak""","0.65","""uniform""","0.05","""uniform""","""link""","false","true","4","0.37","0.38","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.563","10","0.5225"
"114","189","22","0.1","0.871","""uniform""","0.08","""uniform""","""openly-listen""","1.08","""uniform""","0.5800000000000001","""uniform""","""link""","false","false","10","0.09","0.23","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.577","10","0.526"
"115","7","55","0.21","0.604","""uniform""","0.19","""uniform""","""openly-listen""","0.73","""uniform""","0.32","""uniform""","""link""","false","false","9","0.62","0.38","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.18","10","0.193"
"115","35","46","0.16","0.624","""uniform""","0.46","""uniform""","""openly-listen""","0.92","""uniform""","0.16","""uniform""","""link""","false","true","6","0.12","0.4","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.55","10","0.1005"
"115","56","41","0.09","0.04","""uniform""","0.32","""uniform""","""vaguely-speak""","0.15000000000000002","""uniform""","0.16","""uniform""","""link""","false","false","0","0.53","0.75","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.564","10","0.593"
"115","63","6","0.35000000000000003","0.194","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.56","""uniform""","0.37","""uniform""","""link""","false","false","2","0.16","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.573","10","0.5375000000000001"
"115","273","6","0.35000000000000003","0.194","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.56","""uniform""","0.37","""uniform""","""link""","false","false","2","0.18","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.577","10","0.5525"
"115","336","11","0.35000000000000003","0.194","""uniform""","0.24000000000000002","""uniform""","""openly-listen""","0.56","""uniform""","0.37","""uniform""","""link""","false","false","2","0.2","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.664","10","0.581"
"116","7","19","0.2","0.89","""uniform""","0.38","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","0.87","""uniform""","""link""","false","false","7","0.88","0.21000000000000002","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.11199999999999999","10","0.0955"
"116","14","63","0.2","0.074","""uniform""","0.28","""uniform""","""openly-listen""","0.9","""uniform""","0.6900000000000001","""uniform""","""link""","false","false","6","0.17","0.73","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.166","10","0.1635"
"116","21","6","0.12","0.433","""uniform""","0.19","""uniform""","""openly-listen""","0.18000000000000002","""uniform""","0.7100000000000001","""uniform""","""link""","false","true","9","0.09","0.25","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.246","10","0.2705"
"116","28","59","0.21","0.438","""uniform""","0.14","""uniform""","""openly-listen""","0.09999999999999999","""uniform""","0.06999999999999999","""uniform""","""link""","false","false","6","0.6900000000000001","0.71","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.51","10","0.5425"
"116","42","52","0.32","0.31","""uniform""","0.32","""uniform""","""openly-listen""","1.08","""uniform""","0.56","""uniform""","""link""","false","true","6","0.91","0.64","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.573","10","0.609"
"116","84","45","0.16","0.667","""uniform""","0.12","""uniform""","""vaguely-speak""","1.03","""uniform""","0.42000000000000004","""uniform""","""link""","false","true","4","0.56","0.43000000000000005","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.585","10","0.5920000000000001"
"116","133","56","0.43","0.459","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.589","10","0.5605"
"116","259","45","0.07","0.667","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.592","10","0.563"
"116","266","60","0.43","0.459","""uniform""","0.23","""uniform""","""vaguely-speak""","0.8400000000000001","""uniform""","0.25","""uniform""","""link""","false","true","6","0.54","0.83","true","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.597","10","0.5815"
"117","7","63","0.33","0.34500000000000003","""uniform""","0.03","""uniform""","""vaguely-speak""","0.32","""uniform""","0.78","""uniform""","""link""","false","true","10","0.71","0.12000000000000001","false","false","5","999","20","1.0E-5","false","true","0.8","5","129","2","""HK""","1","false","1","2","1","20","false","1000","false","10000","false","7","0.514","10","0.5185"
